Feb 19 14:06:11|5[info]19/02/2015 14:06:11 - [UTENTE = ][REMOTE IP = 95.225.163.7][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36]
Feb 19 14:06:21|5[info]19/02/2015 14:06:21 - [UTENTE = stefania][REMOTE IP = 95.225.163.7][act = Home][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36]
Feb 19 14:06:31|5[info]19/02/2015 14:06:31 - [UTENTE = stefania][REMOTE IP = 95.225.163.7][act = ListaUtenti][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36]
Feb 19 14:07:39|5[info]19/02/2015 14:07:39 - [UTENTE = stefania][REMOTE IP = 95.225.163.7][act = ListaUtenti][reset = 1][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36]
Feb 19 14:07:55|5[info]19/02/2015 14:07:55 - [UTENTE = stefania][REMOTE IP = 95.225.163.7][act = ListaClienti][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36]
Feb 19 14:08:00|5[info]19/02/2015 14:08:00 - [UTENTE = stefania][REMOTE IP = 95.225.163.7][act = ListaClienti][rowForPage = 100][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36]
Feb 19 14:08:10|5[info]19/02/2015 14:08:10 - [UTENTE = stefania][REMOTE IP = 95.225.163.7][act = ListaClienti][search = 1][key_search = paganell][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36]
Feb 19 14:08:20|5[info]19/02/2015 14:08:20 - [UTENTE = stefania][REMOTE IP = 95.225.163.7][act = CaricaCliente][edit = 1][id = 1009][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36]
Feb 19 14:08:33|5[info]19/02/2015 14:08:33 - [UTENTE = stefania][REMOTE IP = 95.225.163.7][act = CaricaCliente][edit = 1][id = 1009][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36]
Feb 19 14:09:23|5[info]19/02/2015 14:09:23 - [UTENTE = stefania][REMOTE IP = 95.225.163.7][act = ListaUtenti][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36]
Feb 19 14:09:32|5[info]19/02/2015 14:09:32 - [UTENTE = stefania][REMOTE IP = 95.225.163.7][act = ListaUtenti][rowForPage = 100][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36]
